NÚM_REGISTRE,NOM_ENTITAT,ADREÇA,CP,MUNICIPI,COMARCA,TELÈFON_FAX,CORREU_ELECTRÒNIC,TIPUS_ENTITAT,MODALITATS
10578,EXIT BOWLING CLUB,"Saragossa, 125-131  1º  5º",08006,Barcelona,Barcelonès,934174968 /,,Clubs i Associacions Esportives,Bowling
10579,ASSOCIACIO ESPORTIVA VALLIRANA,"Pau Casals, s/n  Local 4 -Pav. Esp. Municipal-",08759,Vallirana,Baix Llobregat,93 683 35 27 /,info@aevallirana.com,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10580,SOCIETAT DE CAÇADORS ASTO I CURULLADA,"Urgell, 61",25600,Balaguer,Noguera,973450209 /,,Clubs i Associacions Esportives,Caça
10581,CLUB ESPORTIU 2000 ALMACELLES,"Bisbe Irurita, 6",25100,Almacelles,Segrià,670525164 /,,Clubs i Associacions Esportives,"Aeròbic i fitness, Halterofília, Kick boxing"
10582,FEDERACIÓ CATALANA D'ESPORTS PER A CECS I DEFICIENTS VISUALS,"Sepúlveda, 1, 5a. planta",08015,Barcelona,Barcelonès,932 381 042 / 934 255 308,fcecs@fcecs.cat,Federacions,"Atletisme Cecs, Ciclisme Cecs, Escacs Cecs, Esquí Alpí  Cecs, Esquí de Fons Cecs, Excursionisme Cecs, Excursionisme esportiu cecs, Futbol cinc (Futbol sala) Cecs, Gimnàstica cecs, Goalball, Hípica cecs, Judo cecs, Natació cecs, Vela cecs"
10583,CONSELL ESPORTIU DEL VALLES OCCIDENTAL-SABADELL,"Can Quadres, 190 - Pista Cob. Atletisme Catalunya",08203,Sabadell,Vallès Occidental,93 748 42 66 / 93 727 60 05,consell@consellsabadell.cat,Consells Esportius,Activitats físico-esportives
10584,CONSELL ESPORTIU DEL VALLES OCCIDENTAL TERRASSA,"dels Jocs Olímpics, s/n Edifici Xalet",08225,Terrassa,Vallès Occidental,937352876 / 937350141,,Consells Esportius,Activitats físico-esportives
10585,CONSELL ESPORTIU DEL VALLES OCCIDENTAL SUD,"de Guiera, 6-8",08290,Cerdanyola del Vallès,Vallès Occidental,935920120 / 935809323,,Consells Esportius,Activitats físico-esportives
10586,CLUB AGILITY CAN BUGUNYA,"Can Bugunyà, s/n",08759,Vallirana,Baix Llobregat,93.683.00.79 /,,Clubs i Associacions Esportives,Agility
10587,CLUB BASQUET NEW TEAM,"Marangues, 18",08500,Vic,Osona,93 885 08 40 /,,Clubs i Associacions Esportives,Basquetbol
10588,CLUB DE FUTBOL SALA FUTSAL VALLS,"Eivissa,10",43800,Valls,Alt Camp,649458652 /,futsalvalls@hotmail.com,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10589,SIEGU RACING CLUB ESPORTIU,"Urbanització Collsacreu, 38",08358,Arenys de Munt,Maresme,937938486 /,,Clubs i Associacions Esportives,Automobilisme
10590,CLUB HANDBOL TELOBIS,"Joan XXIII, 1 2n. 1a.",08760,Martorell,Baix Llobregat,937765283 /,,Clubs i Associacions Esportives,Handbol
10591,ASOCIACION DEPORTIVA PARA EL DESARROLLO DE LAS ARTES MARCIALES (TAEKWONDO) -MAESTRO GALI E HIJO,"Provença, 224   lletra B   entl.",08036,Barcelona,Barcelonès,933230024 /,,Clubs i Associacions Esportives,"Karate, Kung-fu, Taekwon-do"
10593,CLUB DE DARDOS PRAT DE LLOBREGAT,"Verge de Montserrat, 228",08820,"Prat de Llobregat, el",Baix Llobregat,933707452 /,,Clubs i Associacions Esportives,Dards
10594,CLUB ESPORTIU ATHENAS BARCELONA,"Mèxic, 13",08004,Barcelona,Barcelonès,934264334 /,,Clubs i Associacions Esportives,"Fisic-culturisme, Gimnàstica, Gimnàstica acrobàtica"
10595,ASSOCIACIO ESPORTIVA FITNESS BARCELONA,"Comte de Borrell, 251 1r. 4a.",08029,Barcelona,Barcelonès,629307494 /,,Clubs i Associacions Esportives,Aeròbic i fitness
10596,ASSOCIACIO ESPORTIVA DE CAÇA VILAUR,"Major, 1",17483,Vilaür,Alt Empordà,972794243 /,jrispau@gmail.com,Clubs i Associacions Esportives,Caça
10598,CLUB EXCURSIONISTA PALAUTORDERA,"dels Esports, s/n",08460,Santa Maria de Palautordera,Vallès Oriental,938481846 /,cepalautordera@yahoo.es,Clubs i Associacions Esportives,"Alpinisme, Escalada, Esports de neu, Excursionisme"
10599,UNIO CATALANA DE KORFBAL,"Josep Tarradellas, 102  5º  1º",08225,Terrassa,Vallès Occidental,937806452 /,,Unio esportiva de clubs,Korfbal
10600,FEDERACIO CATALANA DE TRIATLO,"Guipúscoa, 23-25 2 D",08018,Barcelona,Barcelonès,93 307 93 32 / 93 307 93 35,jct@triatlo.org,Federacions,"Duatló (Triatló), Triatló"
10601,SOCIETAT DE CAÇADORS PONT DE MOLINS,"de la Muga, 11",17706,Pont de Molins,Alt Empordà,609771986 /,orozcoaragon@hotmail.com,Clubs i Associacions Esportives,Caça
10602,CLUB ESPORTIU BORREDA,"La Creu, 12",08619,Borredà,Berguedà,93 823 90 87 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10603,CLUB FUTBOL SALA JACK-KANET,"Vall d'Aran, 3",08105,Sant Fost de Campsentelles,Vallès Oriental,93 5790866 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10604,ASSOCIACIO ESPORTIVA CENTRAL,"Diputació, 17-19",08015,Barcelona,Barcelonès,934234350 / 934234350,,Clubs i Associacions Esportives,"Aeròbic i fitness, Basquetbol, Gimnàstica, Handbol, Natació"
10605,CLUB DE BITLLES LA FULIOLA,"Alcalde Jaume Ferrer, s/n",25332,"Fuliola, la",Urgell,/,,Clubs i Associacions Esportives,Bitlles
10606,CLUB TENNIS BELL-LLOC,"Josep Tarradelles, s/n",25220,Bell-lloc d'Urgell,Pla d'Urgell,/,clubtennisbelllloc@gmail.com,Clubs i Associacions Esportives,Tennis
10607,CLUB FUTBOL SALA ASSOCIACIO JUAN CARLOS,"Blocs Joan Carles, bloc, 4 esc.A  3º  1º",25003,Lleida,Segrià,/,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10608,CLUB DEPORTIU VILALLONGA DOS TEMPS,"Valls, (Centre Cívic)",43141,Vilallonga del Camp,Tarragonès,/,,Clubs i Associacions Esportives,Motociclisme
10609,ASSOCIACIO ESPORTIVA DE CAÇA ELS BRUIXOTS DE LLERS,"Sant Quirze, 16",17730,Llers,Alt Empordà,647 80 44 13 /,bruixotsdellers@gmail.com,Clubs i Associacions Esportives,Caça
10610,CLUB BASQUET OLIMPIA DE CAMBRILS,"Raval de Gràcia, 43",43850,Cambrils,Baix Camp,/,,Clubs i Associacions Esportives,Basquetbol
10611,ASSOCIACIO DE CAÇA NOVES DE SEGRE,"Casa Llop, s/n",25795,"Valls d'Aguilar, les",Alt Urgell,973.38.71.77 /,,Clubs i Associacions Esportives,Caça
10612,MOTO CLUB RODA DE TER,"VILAMIROSA, 5",08560,Manlleu,Osona,93-850 60 31 /,,Clubs i Associacions Esportives,"Enduro, Moto Cros, Resistència, Trial"
10613,CLUB FUTBOL SALA RACING MATARO,"Hermano Francisco, 22",08304,Mataró,Maresme,937906336 /,,Clubs i Associacions Esportives,"Futbol sala (Futbol cinc), Futbol sala (federació futbol sala)"
10614,CLUB DE TIR AMB ARC PAWNEE L'ALTERNATIVA,"Sant Cristòfol, 63",08330,Premià de Mar,Maresme,/,,Clubs i Associacions Esportives,Tir amb arc
10615,CLUB FUTBOL SALA CASTELLO FARFANYA,"Pont, 4-6",25136,Castelló de Farfanya,Noguera,973428106 /,,Clubs i Associacions Esportives,"Futbol, Futbol sala (Futbol cinc), Futbol sala (federació futbol sala)"
10616,AGRUPACION DEPORTIVA MINERVA,Academia General Bàsica de Suboficiales,25620,Tremp,Pallars Jussà,973 65 86 00 /,,Agrupacions Esportives,Esquí nàutic
10617,CLUB DE TENIS LA COLOMINA,"Nacional 260, km 228",25719,Estamariu,Alt Urgell,/,,Clubs i Associacions Esportives,Tennis
10618,CLUB ESPORTIU AMICS DE LA V-MAX,"Comarcal 246,km 39 (camping Garrofer)",08870,Sitges,Garraf,/,,Clubs i Associacions Esportives,Motociclisme
10619,SOCIETAT DE CAÇADORS CALLDETENES,"Mas el Marti, s/n",08519,Calldetenes,Osona,/,caçadorscalldetenes@hotmail.com,Clubs i Associacions Esportives,Caça
10620,CLUB ESCACS HOSTAFRANCS,"Callao, 3  3r",08014,Barcelona,Barcelonès,932965316 /,,Clubs i Associacions Esportives,Escacs
10621,CLUB AIKIDO LLEIDA,"Unió, 13  1r. 1a.",25002,Lleida,Segrià,/,,Clubs i Associacions Esportives,Aikido
10622,CLUB DE DARDS ADAMS,"Muralla de Sant Francesc, 29",08240,Manresa,Bages,938721258 /,,Clubs i Associacions Esportives,Dards
10623,CLUB ESPORTIU CAPELLADES FUTBOL SALA FEMINES,"Joan Maragall, 7",08786,Capellades,Anoia,938012167 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10624,SOCIETAT DE CAÇADORS CAMBRILS DELS PIRINEUS,Ca l'Agustí,25283,Lladurs,Solsonès,/,agusties@hotmail.es,Clubs i Associacions Esportives,Caça
10625,NATURA 4 X 4 CLUB ESPORTIU,"Villarroel, 134",08036,Barcelona,Barcelonès,93 453 47 70 /,,Clubs i Associacions Esportives,"Automobilisme, Off Road  (Raid), Quatre-per-quatre"
10626,CLUB D'ATLETISME ALMACELLES ATLETICA,"Sant Roc, 33",25100,Almacelles,Segrià,/,,Clubs i Associacions Esportives,Atletisme
10627,CLUB ESPORTIU FONDISTES PREMIANENCS,"Mig, 62 Pavello Mpal Esports (atletisme)",08330,Premià de Mar,Maresme,937523579 /,,Clubs i Associacions Esportives,Atletisme
10628,CLUB ESPORTIU GUIAMETS,"Església, 2",43777,"Guiamets, els",Priorat,977413110 /,,Clubs i Associacions Esportives,Futbol
10629,CLUB SALOU FUTBOL SALA,"Barcelona , 45",43840,Salou,Tarragonès,977 35 14 86 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10630,CLUB FUTBOL SALA SERRALLO RESTAURANT MANOLO,"Reial, 33  2. 3a.",43004,Tarragona,Tarragonès,977217615 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10631,CLUB CICLISTA BADABICI,"Pereda, 70",08930,Sant Adrià de Besòs,Barcelonès,933811943 /,,Clubs i Associacions Esportives,Ciclisme
10632,CLUB TRIATLO SANT JOAN ABADESSES,"Camprodon, 8 baixos (Centre Cívic)",17860,Sant Joan de les Abadesses,Ripollès,972 722357 /,jroquer@fibran.net,Clubs i Associacions Esportives,"Atletisme, Ciclisme, Duatló (Triatló), Excursionisme, Triatló"
10633,CLUB DEPORTIVO INTERCULTURAL CATALANO-DOMINICANO,"Via Laietana, 40 1r. 2a.",08003,Barcelona,Barcelonès,932682700 /,,Clubs i Associacions Esportives,"Atletisme, Basquetbol, Beisbol, Boxa, Futbol, Natació, Tennis"
10634,CLUB BADMINTON VILADECANS,"Antonio Machado,s/n (Institut Sales Viladecans)",08840,Viladecans,Baix Llobregat,936582012 /,badviladecans@gmail.com,Clubs i Associacions Esportives,Bàdminton
10635,CLUB PETANCA VILANOVA DE LA BARCA,"Plaça Major, 4  (Ajuntament)",25690,Vilanova de la Barca,Segrià,973190005 /,regantsc12@lleida.org,Clubs i Associacions Esportives,Petanca
10636,CLUB ESCACS SANT LLORENÇ SAVALL,"Vapor, 18",08212,Sant Llorenç Savall,Vallès Occidental,937140018 /,,Clubs i Associacions Esportives,Escacs
10637,CLUB TENNIS PIERA,"Capellades-Martorell, km.8",08784,Piera,Anoia,937448107 /,,Clubs i Associacions Esportives,Tennis
10638,CLUB CREU ALTA SABADELL HANDBOL,"de Prats, 2",08208,Sabadell,Vallès Occidental,937236053 / 937120461,handbolsabadell@handbolsabadell.cat,Clubs i Associacions Esportives,Handbol
10639,CLUB D'ESCAFANDRISME DIVER PRAT,"Pare Andreu de Palma, 9 (CEM Estruch despatx 3)",08820,"Prat de Llobregat, el",Baix Llobregat,933798803 /,,Clubs i Associacions Esportives,"Apnea, Escafandrisme"
10640,SOCIETAT DE CAÇADORS SANUI,"Partida Torres de Sanui, 105",25192,Lleida,Segrià,973240074 /,,Clubs i Associacions Esportives,Caça Menor
10641,ASSOCIACIO ESPORTIVA HAN RA,"Sant Silvestre, 5",08922,Santa Coloma de Gramenet,Barcelonès,933869236 /,,Clubs i Associacions Esportives,"Defensa personal, Hapkido, Taekwon-do"
10643,CLUB DE BITLLES SANT RAFEL DEL RIU,"Sènia, 87 -Bar Nogalés-",43550,Ulldecona,Montsià,977713926 /,,Clubs i Associacions Esportives,Bitlles
10644,CLUB ESPORTIU FARRERA CENTRE EXCURSIONISTA I MUNTANYENC,Casa Abeurador,25595,Farrera,Pallars Sobirà,/,,Clubs i Associacions Esportives,Excursionisme
10645,DANY-ELLS CLUB BILLAR,"Fabregas, 2-6",08100,Mollet del Vallès,Vallès Oriental,/,,Clubs i Associacions Esportives,Billar
10646,CLUB PATI LLIÇA DE VALL,"Garrotxa, 2",08185,Lliçà de Vall,Vallès Oriental,691258359 /,c.p.llissadevall@gmail.com,Clubs i Associacions Esportives,Patinatge artístic
10647,SOCIETAT DE CAÇADORS AMICS DEL GOS DE CAÇA,"Camí de la Marina, 3",08820,"Prat de Llobregat, el",Baix Llobregat,659899123 /,fearba1@hotmail.com,Clubs i Associacions Esportives,Caça
10648,CLUB NATACIO RIEMBAU PLATJA D'ARO,"Santiago Rusiñol, s/n",17250,Castell-Platja d'Aro,Baix Empordà,/,,Clubs i Associacions Esportives,Natació
10650,ESCUDERIA VALL TENES SANT FELIU DE CODINES C.E. AUTOMOBILISTA,"Joaquim Mir, 4",08410,Bigues i Riells,Vallès Oriental,608744001 /,escuderiavalldetenes@hotmail.com,Clubs i Associacions Esportives,Automobilisme
10651,ASOCIACION DEPORTIVA DE ARTES MARCIALES BADALONA,"Isaac Albéniz, 15",08914,Badalona,Barcelonès,/,,Clubs i Associacions Esportives,"Aeròbic i fitness, Karate"
10652,MOTONAUTIC CLUB AMPOSTA,"Sant Jaume, 14",43870,Amposta,Montsià,977 700123 /,,Clubs i Associacions Esportives,Motonàutica
10653,MOTOR CLUB MIRAMAR,Prat de la Riba. 15/17,43800,Valls,Alt Camp,/,mcm@mcmiramar.com,Clubs i Associacions Esportives,"Motociclisme, Motociclisme"
10654,CLUB ARQUERS EL PAPIOL,"Francesc Macià, 31 1r. 2a.",08754,"Papiol, el",Baix Llobregat,936730075 /,,Clubs i Associacions Esportives,Tir amb arc
10655,SKI & SNOWBOARD CLUB PINEDA DE MAR,"Lleida, 14",08397,Pineda de Mar,Maresme,937625130 /,,Clubs i Associacions Esportives,Esquí alpí
10656,CLUB UNION PETANCA CENTRO CIVICO,"Castelao, 1  (Centre Cívic)",08204,Sabadell,Vallès Occidental,/,,Clubs i Associacions Esportives,Petanca
10657,CLUB D'ESCACS MORA D'EBRE,"Travessera de Sant Pau, 6 Bxos.",43740,Móra d'Ebre,Ribera d'Ebre,977400906 /,cemora@escacsmora.com,Clubs i Associacions Esportives,Escacs
10658,CLUB HOQUEI SANT ANDREU,"Borriana, 1-13",08030,Barcelona,Barcelonès,932744422 /,,Clubs i Associacions Esportives,"Hoquei en Linia, Hoquei sobre patins, Patinatge sobre rodes"
10659,ASSOCIACIO DE CAÇA SALAURIS,"Barcelona, 48",43840,Salou,Tarragonès,977382459 /,,Clubs i Associacions Esportives,"Caça, Tir Olimpic"
10660,CLUB ESPORTIU PETANCA CALDES D'ESTRAC,Casa de la Vila (Ajuntament),08393,Caldes d'Estrac,Maresme,937913262 /,,Clubs i Associacions Esportives,Petanca
10661,CLUB CENTRE EXCURSIONISTA LA FORADADA,"Ribera d'Ebre, 16",43540,Sant Carles de la Ràpita,Montsià,977 745 224 /,ccelaforadada@yahoo.es,Clubs i Associacions Esportives,Excursionisme
10662,CLUB DE FUTBOL UNIO CAN RULL ROMULO TRONCHONI,"Dublin, s/n",08206,Sabadell,Vallès Occidental,937172998 /,canrullrmulotronchini@hotmail.com,Clubs i Associacions Esportives,Futbol
10664,CLUB D'HALTEROFILIA BARCELONA,"Rei Martí, 10 Apt. 11",08014,Barcelona,Barcelonès,933105860 /,,Clubs i Associacions Esportives,Halterofília
10665,ASSOCIACIO ESPORTIVA DE CAÇA AMB ARC LAIE,"Travessera de Gràcia, 337  entl. 1a.",08025,Barcelona,Barcelonès,934579762 /,,Clubs i Associacions Esportives,Caça amb Arc
10666,CLUB ESPORTIU R C ALCARRAS,"Segon Passeig de Ronda, s/n (Pavelló)",25180,Alcarràs,Segrià,973791367 /,,Clubs i Associacions Esportives,Automodelisme (Automobilisme)
10667,CLUB DE BOXA EL PRAT,"c/ Federica Montseny, núm. 2-8",08820,"Prat de Llobregat, el",Baix Llobregat,6650428595 /,agonmoreno@hotmail.com,Clubs i Associacions Esportives,Boxa
10668,CLUB RITMICA MIL LENIUM SANT JAUME,"Llevant, 100",43877,Sant Jaume d'Enveja,Montsià,/,,Clubs i Associacions Esportives,"Gimnàstica, Gimnàstica ritmica"
10670,CLUB ESPORTIU DE FUTBOL SISTRELLS-ORION,"Salvador Espriu, s/n",08917,Badalona,Barcelonès,933835453 /,,Clubs i Associacions Esportives,Futbol
10671,CLUB FUTBOL SALA MOALEX,"Major, 29",25002,Lleida,Segrià,973.22.44.12 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10672,CLUB HIPIC CAN RUBIROLES,"Rubiroles, s/n",08640,Olesa de Montserrat,Baix Llobregat,/,,Clubs i Associacions Esportives,Hípica
10673,CLUB BASQUET MONTPEDROS- SANTA COLOMA DE CERVELLO,"Lluís Pascual Roca,  58  baixos",08690,Santa Coloma de Cervelló,Baix Llobregat,93 634 15 57 /,cbmontpedros@cbmontpedros.org,Clubs i Associacions Esportives,Basquetbol
10674,ASSOCIACIO ESPORTIVA ESCOLA DE CAMPIONS DE FUTBOL,"Antoni i Forrellat, 135 3r. 1a.",08207,Sabadell,Vallès Occidental,937233834 /,,Clubs i Associacions Esportives,Futbol
10675,ASSOCIACIO DE PESCA ESPORTIVA ESPINELVES,"Can Bayés, s/n",17405,Espinelves,Osona,/,,Clubs i Associacions Esportives,Pesca Esportiva
10677,SOCIETAT DE CAÇADORS GERRI DE LA SAL,"Partida El Compte, Granja Canemà, s/n",25590,Baix Pallars,Pallars Sobirà,973220703 /,xeroles@xtec.cat,Clubs i Associacions Esportives,"Caça, Caça Menor, Caça major"
10678,CLUB DE BITLLES CASTELLNOU DE SEANA,"Plaça Major, núm. 1",25265,Castellnou de Seana,Pla d'Urgell,675787911 /,lo.yeti@hotmail.com,Clubs i Associacions Esportives,"Bitlles, Bitlles catalanes"
10679,CLUB TENNIS TAULA BALSARENY,"Angel Guimerà, 12",08660,Balsareny,Bages,938396637 /,,Clubs i Associacions Esportives,Tennis taula
10680,CLUB DE TENNIS LES FRANQUESES,"Zona Esportiva Municipal, s/n",08520,"Franqueses del Vallès, les",Vallès Oriental,938626763 /,,Clubs i Associacions Esportives,Tennis
10682,ASSOCIACIO DE CAÇA ARTESA DE LLEIDA,"La Bassa, 39",25150,Artesa de Lleida,Segrià,973167060 /,nurcreus@gmail.com,Clubs i Associacions Esportives,Caça
10683,CLUB DE TENNIS CUBELLES,"Onze de setembre, s/n",08880,Cubelles,Garraf,938956205 /,ctcubelles@ctcubelles.com,Clubs i Associacions Esportives,Tennis
10684,CLUB TENNIS TAULA ATENEU 1882,"del Canal, s/n",08970,Sant Joan Despí,Baix Llobregat,933731716 /,,Clubs i Associacions Esportives,Tennis taula
10685,CLUB ESPORTIU DE PESCA LA LANZADA,"Mataró, 50 PBJ",08820,"Prat de Llobregat, el",Baix Llobregat,620283035 /,ceplalanzada@ceplalanzada.com,Clubs i Associacions Esportives,Pesca Esportiva
10686,CLUB FUTBOL SALA CALVET DE GUARDIOLA,"Sant Salvador, 4",08253,Sant Salvador de Guardiola,Bages,938358378 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10688,ASSOCIACIO ESPORTIVA ARQUICAIXA GOLF,"Sant Martí de Porres, 1-3  baixos",08032,Barcelona,Barcelonès,934826820 /,,Clubs i Associacions Esportives,Golf
10689,CLUB TENNIS TAULA FRANCESC RIBALTA,"Francesc Ribalta, s/n",25280,Solsona,Solsonès,973481079 /,,Clubs i Associacions Esportives,Tennis taula
10690,CLUB REM LLORET DE MAR,"Josep Galceran, 2",17310,Lloret de Mar,Selva,/,,Clubs i Associacions Esportives,Rem
10691,CLUB MOTONAUTIC AFAC,"Pamplona, 88  5è. 1a.",08005,Barcelona,Barcelonès,670234352 /,afac-neu@hotmail.es,Clubs i Associacions Esportives,Motonàutica
10692,CLUB D'AGILITY BAIX LLOBREGAT,Jardins de la Pau s/n (centre civic),08820,"Prat de Llobregat, el",Baix Llobregat,695.794.274 /,,Clubs i Associacions Esportives,Agility
10693,ASSOCIACIO ESPORTIVA BUDOKAN GO DAI,"Rossinyol, 45",08184,Palau-solità i Plegamans,Vallès Occidental,93.864.98.84 /,godaibudo@hotmail.com,Clubs i Associacions Esportives,"Boxa, Full contact, Kick boxing"
10694,ASSOCIACIO ESPORTIVA FUTBOL SALA LA GARRIGA,"Rupit, 11",08530,"Garriga, la",Vallès Oriental,938715877 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10695,CLUB ESPORTIU SPARTA,"Camí Ral, 39",08301,Mataró,Maresme,937575900 /,,Clubs i Associacions Esportives,"Boxa, Halterofília, Judo, Karate, Kick boxing, Taekwon-do"
10696,CLUB YAWARA KARATE LLINARS,"Collsabadell, s/n",08450,Llinars del Vallès,Vallès Oriental,/,,Clubs i Associacions Esportives,"Defensa personal, Jiu-jitsu, Karate"
10698,CLUB ESCACS GAVA,"Sarrià, 9",08850,Gavà,Baix Llobregat,93 662 05 38 /,escacsgava@gmail.com,Clubs i Associacions Esportives,Escacs
10699,ASOCIACION DE PESCA DEPORTIVA BASSMANIA,"Xaloc, 5  (Bar Sant Pau)",08226,Terrassa,Vallès Occidental,937830064 /,,Clubs i Associacions Esportives,Pesca Esportiva
10700,CLUB DE PIRAGUISME COSTA DAURADA,Av. Vidal i Barraquer 7 3 D,43350,"Borges del Camp, les",Baix Camp,977817193 /,icagavalen@yahoo.es,Clubs i Associacions Esportives,"Caiac de Mar, Caiac polo"
10701,ALMOGAVERS RUGBY CLUB,"Litoral Mar, 86-96",08005,Barcelona,Barcelonès,932210676 /,,Clubs i Associacions Esportives,Rugby
10702,SOCIETAT DE CAÇADORS LA COLOMINA,"C/ Major, 10",25719,Estamariu,Alt Urgell,626331055 /,daviddorrit@hotmail.com,Clubs i Associacions Esportives,"Caça, Caça Menor, Caça major"
10703,CLUB ESPORTIU CATALONIA-BARCELONA,"La Pau, 20, 1-2",08913,Badalona,Barcelonès,/,,Clubs i Associacions Esportives,"Basquetbol, Futbol sala (Futbol cinc), Gimnàstica ritmica, Handbol, Natació"
10704,SOCIETAT DE CAÇADORS SALLENT,"Travessera del Teatre,  3",08650,Sallent,Bages,/,,Clubs i Associacions Esportives,Caça
10705,CLUB PETANCA VILAMALLA,"Pavelló Municipal, Local Social",17469,Vilamalla,Alt Empordà,972504792 /,joansalap@gmail.com,Clubs i Associacions Esportives,Petanca
10706,CLUB FUTBOL SALA BELLAVISTA,"Aragó, 12",08520,"Franqueses del Vallès, les",Vallès Oriental,938400194 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
10707,CLUB UNIO ESPORTIVA PETANCA PORQUERES,"dels Poetes, s/n",17834,Porqueres,Pla de l'Estany,972581807 / 972570717,inotbo@gmail.com,Clubs i Associacions Esportives,Petanca
10708,ASSOCIACIO DE PESCA L'ALBERA,"Magre, 21",17751,Sant Climent Sescebes,Alt Empordà,972563287 /,,Clubs i Associacions Esportives,Pesca Esportiva
10709,ASSOCIACIO ESPORTIVA DE CAÇA CERVIA,"Priorat, 25",17464,Cervià de Ter,Gironès,651362440 /,teresabaus@hotmail.com,Clubs i Associacions Esportives,Caça
10710,ASSOCIACIO ESPORTIVA FORAT 19 P&P,"Antoni Gaudí, 25 Can Rial",08292,Esparreguera,Baix Llobregat,935753907 /,,Clubs i Associacions Esportives,"Golf, Pitch and Putt/Pitch&Putt"
10711,CLUB ESPORTIU CANYELLES BARCELONA,"Federico Garcia Lorca, 27  (A.A.V.V.)",08042,Barcelona,Barcelonès,934273890 /,,Clubs i Associacions Esportives,"Atletisme, Basquetbol, Ciclisme, Futbol, Rugby"
10714,CLUB VENTALLO ESQUI 99,Llac dels Gorgs,17473,Ventalló,Alt Empordà,/,info@xavimill.com,Clubs i Associacions Esportives,Esquí nàutic
10715,CLUB CICLISTA VALLES,"Alcalde Moix, núm. 20 1r 1a",08207,Sabadell,Vallès Occidental,617162978 /,ccvallesentitats@hotmail.com,Clubs i Associacions Esportives,Ciclisme
10716,CLUB PETANCA BAIX MONTNEGRE,"Major, 14  (Bar Jabalí)",08359,Sant Iscle de Vallalta,Maresme,937950133 /,,Clubs i Associacions Esportives,Petanca
10717,CLUB SHOTOKAN KARATE SEDIS C.S.K.S.,"Joaquim Viola, 12",25700,"Seu d'Urgell, la",Alt Urgell,639747096 /,,Clubs i Associacions Esportives,Karate
10718,SOCIETAT OCELLAIRE LLINARS DEL VALLES,"Frederic Marés, 44",08450,Llinars del Vallès,Vallès Oriental,938411600 /,,Clubs i Associacions Esportives,Caça
